Rank,Name,Elevation,Latitude,Longitude,State,Prominence
414,UNNAMED PK (MOSS GLEN FALLS),3062,44.03194444,-72.88555556,VT,
415,MT TABOR,3061,43.28194444,-72.96694444,VT,
416,WHALEBACK MTN (S PK),3060,44.08,-71.60888889,NH,
417,NORTH DOUBLEHEAD,3053,44.16777778,-71.13055556,NH,
418,UNNAMED PK SHOAL POND,3051,44.14972222,-71.48138889,NH,
419,UMPIRE MTN,3051,44.56972222,-71.9575,VT,
420,TWIN PKS,3050,45.31333333,-70.98972222,ME,
421,BLUE RIDGE MTN (N PK),3050,43.69194444,-72.91277778,VT,
422,BALD HILL,3050,44.31916667,-72.90777778,VT,
423,SENECA MTN (N PK),3049,44.71277778,-71.80166667,VT,
424,KIBBY RANGE (S PK),3043,45.32583333,-70.58527778,ME,
425,MOOSE MTN,3041,45.47444444,-70.58027778,ME,
426,BEAR MTN (E PK),3041,44.45722222,-70.93444444,ME,
427,PEAKED MTN,3037,45.455,-70.53472222,ME,
428,SPRUCE PK,3033,43.04444444,-73.21027778,VT,
429,UNNAMED BDY PK (MASS. BOG),3030,45.32805556,-70.81305556,ME,
430,SPRUCE MTN,3030,44.23444444,-72.35555556,VT,
431,RED RIDGE,3030,44.61,-71.02277778,ME,
432,POTATO NUBBLE,3030,44.97805556,-70.5025,ME,
433,LEROY PEAK,3030,45.44805556,-70.50138889,ME,
434,BRAINTREE MTN (N PK),3030,43.95305556,-72.78583333,VT,
435,ROUND MTN (E PK),3027,45.25805556,-70.65777778,ME,
436,SQUAWS BOSOM,3026,45.93333333,-69.08638889,ME,
437,UNNAMED PK (STAMFORD),3025,42.78666667,-73.1225,VT,
438,UNNAMED PK (TELEPHONE GAP),3022,43.75111111,-72.88833333,VT,
439,LONG MTN,3021,44.59111111,-70.8175,ME,
440,NORTH JAY PK (SW PK),3015,44.94083333,-72.57666667,VT,
441,GILPIN MTN,3015,44.90861111,-72.49527778,VT,
442,NUMBER SIX MTN (S PK),3011,45.47944444,-70.42277778,ME,
443,SPRUCE MTN (E PK),3010,44.72055556,-71.54888889,NH,
444,SPOTTED MTN (NW PK),3010,45.05333333,-70.75444444,ME,
445,SPOTTED MTN (N PK),3010,45.05527778,-70.74222222,ME,
446,MT DURBAN,3010,45.29527778,-71.10527778,NH,
447,MARBLE MTN,3010,45.33388889,-71.0125,ME,
448,HOOSAC RANGE,3010,42.75777778,-73.02666667,VT,
449,BOTTLE MTN,3010,45.18333333,-70.89666667,ME,
450,BLUE RIDGE (N PK),3009,44.0625,-71.76666667,NH,
451,MT ROSEBROOK,3004,44.24305556,-71.47166667,NH,
452,MT PARKER,3004,44.12361111,-71.29916667,NH,
453,TILLOTSON PK,3002,44.80666667,-72.55361111,VT,
